listing_id,year,engine_cc,mileage_km,transmission,fuel_type,body_type,city
16b2c286-0091-45b6-9305-92154afbf22b,2002,2000,83876,Automatic,Hybrid,Sedan,Rawalpindi
db77a1e1-1745-47b9-bff8-ef4054b58546,2010,1800,245392,Automatic,Hybrid,Sedan,Lahore
0678b225-8f58-4bf9-a08d-48fa8bc333f5,2019,1800,139893,Automatic,Petrol,Hatchback,Rawalpindi
8f1208dd-580c-41e8-bea8-0cbb4d223757,2003,1500,1701,Automatic,Hybrid,SUV,Faisalabad
9dbe1ae2-3703-456d-b57b-436354ae87fb,2001,2000,156471,Manual,Petrol,Hatchback,Karachi
633a4af0-4fae-4d4e-90bd-bb15306b186b,2015,1800,299,Automatic,Diesel,Sedan,Lahore
b0505068-cce0-4647-8c81-2cb97d6bf78e,2009,1300,125541,Manual,Petrol,Sedan,Lahore
5fc5438a-6580-460b-8cfb-2955358660dc,2021,1500,36287,Manual,Petrol,Coupe,Faisalabad
cadc36fd-dc2d-439a-b444-e8799ca23f68,2003,1300,276653,Automatic,Petrol,SUV,Islamabad
86c20a40-6fef-4dbb-965b-e488ffd4f01f,2010,2000,340723,Automatic,Diesel,Coupe,Lahore
1d4c07cb-65e6-4eaa-b8a4-b21eb6e29feb,2005,1000,33568,Automatic,Petrol,SUV,Faisalabad
51ba4612-5011-45e3-b3fa-9663cf6b1baa,2005,800,37220,Manual,Petrol,Sedan,Lahore
fbf2deba-1358-498e-b0c0-a6629052a94f,2008,800,269565,Manual,Diesel,Coupe,Karachi
33c52322-26df-4440-b892-7a9df6233c1f,2015,1000,299391,Automatic,Petrol,Coupe,Rawalpindi
18911777-5a42-4693-8cc3-ebf588320e64,2004,800,50819,Automatic,Diesel,Coupe,Rawalpindi
bc049a81-6945-429e-a18c-fb1bc428fd92,2012,2000,28401,Manual,Petrol,Coupe,Islamabad
532c0636-bcc2-4978-a63e-d20d2d9b66ac,2023,800,130367,Manual,Petrol,Coupe,Karachi
4e7f30f0-ded1-4df4-bac4-1d4dc3f745ca,2011,1000,146037,Automatic,Petrol,Sedan,Rawalpindi
a5af302e-8276-4766-94dd-5e7f7fd38dfb,2023,1800,51332,Manual,Hybrid,Sedan,Lahore
71df9c46-3451-48ba-93a5-0893c078034b,2022,1000,87194,Automatic,Diesel,Coupe,Karachi
da4d3192-5b2b-40e9-8a44-6be474cf5683,2010,800,86317,Automatic,Petrol,Coupe,Islamabad
f4c808a9-22a5-4dab-abfb-f24e37e30e7f,2023,1500,149552,Automatic,Hybrid,Coupe,Karachi
f5186145-413e-4fed-a9b0-5bab0cea5836,2004,1300,114137,Manual,Hybrid,Sedan,Islamabad
993c25a2-aec1-4968-89f5-c625ef445b8e,1999,800,306277,Automatic,Hybrid,SUV,Lahore
e4b5c1d6-e094-4f65-bf4c-dcbf3a7a2abb,2014,800,97425,Manual,Hybrid,Sedan,Karachi
0c5f1eaf-a6fc-4a71-8301-abfcb4a33455,2010,800,298673,Manual,Hybrid,Sedan,Faisalabad
f741790a-584d-4a50-8a64-966f9af7930c,2000,1500,344652,Automatic,Diesel,SUV,Islamabad
09eb2df6-0a7e-47b0-ae09-df833e5c4062,2005,1300,207505,Manual,Hybrid,Hatchback,Rawalpindi
88ae5523-ebff-45cb-945c-3e361e9eec98,2008,800,4883,Automatic,Hybrid,Sedan,Lahore
ccda3e1c-811a-44ea-af50-c3dba8cbb5a9,2015,1000,265229,Automatic,Petrol,Hatchback,Lahore
9450963a-3ef2-4b7c-af7a-dbe9ce6fda4a,2005,1300,149415,Manual,Diesel,Hatchback,Faisalabad
00011cef-3cb3-4a83-888a-1ab8f76a1774,2023,2000,277317,Manual,Hybrid,Hatchback,Lahore
266eed06-5af3-49c6-8036-2065db9f3650,2002,1300,60517,Manual,Hybrid,SUV,Islamabad
162e12b2-ba50-42f5-aaf0-4a5d639264e7,2007,1800,110430,Automatic,Petrol,Hatchback,Faisalabad
8ee5e42a-705c-4b90-8fd4-d231ea2c38e2,2013,1300,26633,Manual,Hybrid,Coupe,Islamabad
8fa79fad-f824-4b95-aacf-6f47cc62b5fb,1999,800,174879,Manual,Hybrid,Hatchback,Karachi
fea59c16-3848-42a7-96f4-bb5481a88582,2021,1500,289239,Automatic,Hybrid,Sedan,Lahore
6eb176ee-f364-4563-bbec-a8160f516d06,2000,2000,78147,Manual,Diesel,SUV,Rawalpindi
ec1bec87-334f-436e-9c97-29a1bcaf5eaf,2002,800,161616,Automatic,Petrol,Hatchback,Karachi
d43f905c-4bd6-421c-8f6a-cd7033aefe99,2019,1000,349665,Manual,Diesel,Coupe,Faisalabad
f051a927-6501-46db-8859-2a3c350ceb6d,2021,1000,124118,Manual,Petrol,Coupe,Lahore
fb889d0f-9e08-4790-8810-53961e154e99,2003,2000,174160,Automatic,Hybrid,SUV,Islamabad
3f3a7610-059e-46bf-989e-fa69ee1fa1c0,2003,2000,56673,Automatic,Petrol,Coupe,Karachi
357d4626-8571-464f-ba7b-d1d25fd9e85b,2004,1500,183321,Automatic,Petrol,SUV,Lahore
675eeae1-8f4b-4bea-a31f-c42fe0e0a415,2019,1000,208910,Automatic,Diesel,Sedan,Islamabad
d3d6e087-92f0-45ce-ae5e-9d8db5d615a0,2009,2000,267075,Automatic,Hybrid,Hatchback,Lahore
e0f76af8-abc3-439e-b7f6-efbe9e041733,2001,1300,93620,Automatic,Petrol,Sedan,Faisalabad
c626725d-0bf6-4a07-8b85-66b5778bf19d,2011,1300,164457,Automatic,Hybrid,Sedan,Rawalpindi
a6216849-db70-42f0-a732-055680e67a33,2016,1000,133547,Manual,Hybrid,Coupe,Lahore
81810837-6572-4689-9381-c29dabb1385d,2014,1800,103303,Automatic,Diesel,Sedan,Islamabad
2848e71a-4d5e-4cf7-9f58-d152acce35de,2017,1300,347806,Manual,Hybrid,Hatchback,Faisalabad
e12a22b3-c2a5-4d6d-830c-b62d513ee086,2007,2000,214115,Automatic,Diesel,Hatchback,Faisalabad
a639c171-7942-4815-bbb1-c3ba62ff72c3,2002,1000,220434,Automatic,Hybrid,SUV,Faisalabad
ea1fc4ee-78e9-4ce6-a0cf-7796d36d2db7,2016,1300,212900,Manual,Diesel,Hatchback,Karachi
d111e7d6-fb36-4d00-9b1b-d5e920518b33,2011,1800,318065,Automatic,Diesel,Coupe,Rawalpindi
8d25a812-90e8-49af-af80-163ca4848b6f,2019,1000,268002,Automatic,Hybrid,SUV,Lahore
f597e303-acf4-465e-a330-54a18919c7a1,2007,1800,348050,Automatic,Petrol,SUV,Islamabad
a7ee09dd-7df4-456e-a08c-06605a4740d1,2005,1000,77255,Manual,Petrol,SUV,Rawalpindi
f26c2fde-97ee-426c-8bd6-d524a35de7ed,2017,800,238769,Automatic,Hybrid,SUV,Rawalpindi
61e8d41b-025f-4119-9852-add29256786a,2013,1500,127918,Manual,Hybrid,Sedan,Lahore
97bdc04e-4106-4bcd-ba44-e33ae136cc8d,2022,1500,114735,Manual,Hybrid,Coupe,Lahore
74cef6d8-0b10-4e44-8973-b7bf46644aba,2015,1000,63626,Automatic,Petrol,Coupe,Faisalabad
11a86a3a-183e-444d-af7a-44db0a6f4c08,2015,1800,166355,Automatic,Hybrid,Coupe,Faisalabad
8b9d07ef-a09b-4d20-a6c9-140b644e6f7f,2012,1000,248866,Automatic,Diesel,SUV,Islamabad
dbf87820-44d9-4649-861d-0fda46742b79,2022,1800,254068,Manual,Diesel,Coupe,Lahore
0db719a1-5308-4cae-8408-ed33e1d10ac3,2020,1300,122942,Automatic,Diesel,Hatchback,Faisalabad
191231db-95e3-4cf2-80ff-93bae6581bf8,2000,1000,79078,Manual,Diesel,SUV,Karachi
0d5a7023-9d0a-45b5-8e4f-f056abdad130,2000,1500,213699,Automatic,Hybrid,Coupe,Rawalpindi
5dee3f1e-7f1c-46d2-9d8b-816820082632,1999,1000,220276,Automatic,Hybrid,Sedan,Faisalabad
fe8d6713-ee38-4026-81c4-ac2da1f391ae,2010,1500,3091,Automatic,Diesel,Coupe,Rawalpindi
df85e09e-b42d-488d-bf68-dd39a64a024c,2015,2000,286330,Manual,Diesel,SUV,Islamabad
d19e5133-f6a2-4187-8a6e-aa26c3ff3eb5,2011,1500,15217,Automatic,Diesel,Coupe,Karachi
78bf978d-3c0b-4b9f-958c-315b0e7f0e49,2024,1500,66913,Manual,Diesel,Sedan,Lahore
f5614ed7-d7c4-4031-9e9c-c67b90933bd6,2018,1500,71145,Automatic,Petrol,Sedan,Islamabad
a96682e3-bf08-4427-b715-68ed9357fa9c,2010,1300,110970,Automatic,Diesel,Hatchback,Rawalpindi
e8dd9546-9a7b-40a1-9f89-e7b1ee66ae70,2006,1500,132262,Manual,Diesel,Sedan,Faisalabad
4004d94b-e915-4f25-a1e4-796929b5a139,1999,1300,117556,Manual,Hybrid,Sedan,Lahore
e883d96b-4f0d-4b64-99a6-c8334266d082,2005,1000,10684,Manual,Petrol,SUV,Rawalpindi
aab722d3-9ea2-4701-81ae-88bc36f70f76,2019,800,295682,Manual,Diesel,Hatchback,Islamabad
2898e843-6889-4050-b287-98062becdd82,2003,1800,318372,Manual,Petrol,Hatchback,Lahore
263c6f63-f5ca-4711-af91-4b7c852ccbc5,2016,800,163555,Automatic,Diesel,SUV,Lahore
a7617232-e543-4bd2-9062-e0db0defe1b2,2016,2000,328855,Manual,Petrol,Hatchback,Faisalabad
adf011d2-a2dd-4af5-91a5-1443c2c382b3,2023,800,296711,Manual,Diesel,Coupe,Islamabad
785c3be4-7471-44db-9614-ce9ce0dbcba8,2000,1800,339499,Automatic,Petrol,Coupe,Rawalpindi
dfd40492-d3b1-4d91-9b3f-e19b86353ad2,2001,1500,189890,Automatic,Hybrid,SUV,Rawalpindi
32d5ecc8-1e57-4596-8e71-0ef57c64500b,2003,2000,273545,Automatic,Hybrid,Coupe,Rawalpindi
61d6ac8b-12a1-4526-9cd5-cc342224c523,2011,2000,310627,Automatic,Diesel,SUV,Lahore
0a684db3-565d-44dc-9d40-50c3ed681427,2006,1500,127854,Automatic,Hybrid,Coupe,Islamabad
770eedab-af16-427f-a913-6ad60d0203fc,1998,1500,170401,Manual,Diesel,SUV,Islamabad
0163a881-72da-457b-ab49-dc048047c06b,2023,1300,178435,Automatic,Hybrid,Hatchback,Faisalabad
91f474ac-0f1c-445a-8f85-7fa1e6431302,1998,1800,100168,Manual,Petrol,Coupe,Rawalpindi
41da7f6a-6f86-419b-9977-158ef1937ad6,2015,1000,249609,Automatic,Diesel,Sedan,Lahore
0371ba4c-db26-48b7-a434-4dfeabe08cd9,2007,1000,212022,Manual,Diesel,Hatchback,Rawalpindi
6885694b-4933-4d27-867d-20f7057631b2,2015,1800,180227,Automatic,Hybrid,Hatchback,Islamabad
eaa5f082-3741-4c7a-80aa-e7f76c00583f,2020,1500,142038,Automatic,Diesel,SUV,Lahore
61612964-638b-4cd9-8eb0-ce3ea5287ae5,2021,1000,165438,Manual,Hybrid,SUV,Karachi
ce2bdbc7-f996-448c-97bc-63653f9eb76b,2004,2000,253859,Automatic,Hybrid,Hatchback,Lahore
b3981d3e-46e7-4007-befa-932cd71f5e2b,2024,1000,155318,Manual,Diesel,SUV,Islamabad
25f9d39d-f364-4946-97bc-11e5321951b9,1998,2000,280040,Manual,Diesel,Sedan,Lahore
c5b1b2be-21bc-4b65-91d8-5945f1621b9c,2015,1300,66206,Automatic,Petrol,Sedan,Faisalabad
95d36797-3af3-460f-9e43-741f08215a7a,2007,1500,250984,Automatic,Diesel,SUV,Lahore
6557989f-0125-4dc7-b3dc-11d912a2cf90,2006,1500,59814,Manual,Diesel,Coupe,Lahore
90099c0f-f523-4db1-a0b4-57a79627d036,2016,2000,28106,Manual,Petrol,Hatchback,Lahore
6cc777b0-a1c3-4de5-9cd7-ab3313db7385,2005,800,292590,Automatic,Hybrid,SUV,Faisalabad
b88197be-7414-480d-a7f8-dc8c71117202,2010,1500,232113,Automatic,Hybrid,Coupe,Islamabad
e2ad6b3e-3a58-4352-a012-3207b01ec8d2,2016,1800,31578,Manual,Petrol,SUV,Islamabad
efa13057-5ff1-44cd-acd1-c9c5b882219a,2019,800,82343,Manual,Petrol,Sedan,Karachi
4345afc1-9bd3-4a38-a871-d941fcf74171,1998,1500,236193,Automatic,Diesel,Sedan,Karachi
853561ca-cc8f-43c6-b9d4-b1b1660f7ac7,2007,2000,148225,Automatic,Petrol,SUV,Islamabad
147e8496-3c3c-4dfb-8ffa-fbb2ecd2b5a8,2023,2000,309219,Manual,Diesel,Sedan,Faisalabad
271bbde5-1c10-40f1-a20a-03d1ba98aa38,2005,2000,78113,Automatic,Petrol,Sedan,Lahore
14c4d0d4-65eb-4e43-8427-f61d71474c40,2003,1300,311974,Automatic,Diesel,Sedan,Rawalpindi
c27dcf9b-0172-4c01-b773-784c20e7c218,2020,1300,211030,Automatic,Hybrid,Coupe,Rawalpindi
ffcd3492-c759-4626-9f1d-0e088acc84fe,2000,1800,20898,Automatic,Hybrid,Hatchback,Faisalabad
d63c86e6-3b9c-42ea-91fe-9b3e00b38e5a,2006,800,47881,Manual,Hybrid,Sedan,Islamabad
3c45e9c1-568d-40fe-b981-8e63c5603164,2016,800,91850,Automatic,Hybrid,Coupe,Islamabad
1b0416df-3c2f-49bf-8e8b-1ba1b03c78fb,2003,1800,228529,Automatic,Petrol,Coupe,Islamabad
2d85b2ec-0cc9-4564-a9e6-4eee31f6788b,2011,1300,168326,Manual,Petrol,Hatchback,Rawalpindi
a581bcb1-10b6-4121-8a57-2a651e506d33,2020,1500,151109,Automatic,Hybrid,Sedan,Rawalpindi
1dcd7225-c065-48eb-a020-d6cb5fde9dff,2000,1300,132329,Automatic,Petrol,Coupe,Faisalabad
ce72c21f-54a1-44c3-8bf2-6918cd521357,2024,800,344803,Automatic,Diesel,Sedan,Karachi
e2862e4f-65b9-4af7-ba5d-099caacb4822,2014,1300,326439,Automatic,Hybrid,Coupe,Lahore
8c3fb5db-7583-45c7-9c18-6adf4b770f66,2004,1300,287949,Manual,Diesel,Coupe,Rawalpindi
56e5a2df-6787-4d6f-83a4-c4998734328e,2001,800,330313,Manual,Hybrid,SUV,Islamabad
cedee352-0188-4e2c-bc4c-cea09b3511ae,2015,800,289538,Automatic,Petrol,SUV,Lahore
7293292c-0aa2-458f-a59f-55160cb233aa,2012,800,339586,Manual,Diesel,Hatchback,Faisalabad
397937ec-913e-48f8-8304-b5024f402403,2020,1300,217836,Automatic,Diesel,SUV,Rawalpindi
6601aa50-b13b-4059-8fda-5460dd7e1df4,2015,1000,201109,Manual,Hybrid,SUV,Lahore
ebef2837-4941-4fee-86d3-08dd76e86f1a,2006,1500,178192,Automatic,Petrol,Hatchback,Islamabad
142e8807-fa0d-48dc-bd1d-f5be9f086ab8,2024,1800,304046,Automatic,Petrol,Coupe,Faisalabad
9aa2e842-e587-4d70-b677-7ad974f5ef78,2013,1300,174294,Automatic,Diesel,Hatchback,Karachi
214fa74f-a97f-481b-be4a-5408f7309270,2020,1000,299786,Automatic,Petrol,Coupe,Lahore
efc8b774-7f47-48c8-83fc-9ace8179c36a,2008,2000,247975,Automatic,Diesel,SUV,Rawalpindi
379c0690-5b25-44cc-a782-936bc14adcc4,1999,1000,263345,Automatic,Petrol,Coupe,Lahore
22fafa73-d1a3-41d0-a852-206e52a7a025,2014,1500,8046,Manual,Diesel,SUV,Lahore
3e4bab9d-5b36-453b-874c-e4ff55e5df0e,2013,1300,177503,Automatic,Hybrid,Sedan,Islamabad
a8e4f5c8-37aa-4122-b480-2b11cc4f3564,2019,1800,199234,Automatic,Hybrid,Coupe,Faisalabad
8163a2d2-2a9a-47cf-a544-21713af95325,1999,1800,35872,Manual,Hybrid,Hatchback,Karachi
07f0b438-bba7-4b2a-a3c0-07fd82916f9a,2021,800,227526,Manual,Hybrid,Sedan,Rawalpindi
a216fb1a-0940-440b-be2c-fee298393880,2003,2000,157006,Manual,Petrol,Hatchback,Lahore
e627407b-3925-49d0-a3aa-2c3e1c439529,2007,1300,196524,Automatic,Petrol,SUV,Faisalabad
8191e0da-1e6f-40b2-a3fc-779201331516,2011,1800,94401,Manual,Petrol,Sedan,Faisalabad
a3794db5-6fac-4e79-86ce-422f31bcac14,2010,1800,126264,Automatic,Hybrid,SUV,Karachi
c94c93e3-61cb-4552-90fc-967593c2a49c,2012,2000,133157,Automatic,Diesel,Sedan,Rawalpindi
74047561-ea16-418a-bc68-bb93d103396c,2007,2000,286574,Manual,Petrol,Coupe,Islamabad
bd939453-e7d6-4c0c-beb1-e9259edda26b,2016,1300,334987,Automatic,Hybrid,Hatchback,Rawalpindi
13b6c53c-f2ce-4cf6-b19c-d483594ce071,2007,1000,201690,Automatic,Petrol,SUV,Rawalpindi
f9016a39-9a53-4c24-8e52-b4e5632c5bc1,2016,1300,301366,Automatic,Hybrid,Hatchback,Lahore
bd8c3aec-e9df-4f4a-9a48-cd42142533a0,2024,2000,207516,Automatic,Petrol,Sedan,Faisalabad
ae8536e9-1aa2-49a9-afbc-87ea73c1d0a3,2021,1500,150048,Manual,Hybrid,Hatchback,Karachi
c9f33d2b-a724-4d8a-b10e-ee6c498de481,2018,1000,325525,Automatic,Hybrid,SUV,Lahore
729016eb-327d-4e5c-8ab1-7d8320f40e10,2018,2000,20668,Automatic,Diesel,Sedan,Faisalabad
256fab56-4901-4707-9f44-668bd4dc0b62,2009,2000,68897,Manual,Diesel,Hatchback,Rawalpindi
0536dac2-32ca-4bb0-ab60-d312f1f8948e,2003,1000,69289,Automatic,Hybrid,Hatchback,Karachi
46c1c639-f403-4d1d-afc7-22d18addc450,2006,1500,154739,Automatic,Petrol,Coupe,Lahore
86026708-8f3e-4e04-8275-de379962beb0,2002,1000,208358,Automatic,Petrol,Coupe,Lahore
a67377e2-a760-44d2-88b2-79df8b112d83,2006,1800,64796,Automatic,Diesel,Hatchback,Faisalabad
8b812156-fd5b-4acb-bcbc-ee5fd630b5a5,2010,2000,194759,Manual,Hybrid,SUV,Rawalpindi
e1494b1a-8dd9-4689-8e40-aef9a226f93c,1998,1800,294339,Automatic,Hybrid,SUV,Lahore
84cae65a-b046-4dc2-9107-958b1b549b2d,2018,1500,158434,Automatic,Petrol,SUV,Lahore
5af917d3-44f0-496a-b72a-ec78675e20e8,1999,1300,258277,Manual,Petrol,SUV,Faisalabad
f616b323-394e-4621-bf7c-5b85df1e7163,2002,1500,237839,Automatic,Hybrid,Coupe,Faisalabad
9b9745c3-5acb-46f5-8df9-27bc7b703f3e,2021,2000,81014,Automatic,Hybrid,Sedan,Rawalpindi
e2fd7d68-cd30-4539-97bc-405db6260088,2017,1500,146664,Manual,Hybrid,Hatchback,Karachi
993b01d9-2b9e-4405-a615-65f115155818,2012,1500,123791,Automatic,Petrol,Hatchback,Faisalabad
96258efa-ad68-441a-8f10-66891fc35105,2018,1300,31745,Automatic,Diesel,SUV,Lahore
fa236e69-0653-4709-a026-e9f6cf594fe1,2024,1500,48063,Manual,Hybrid,Sedan,Lahore
a16effa9-6ef7-4228-a152-44ac00ee7a71,2023,1300,127700,Manual,Hybrid,SUV,Lahore
4d781e5a-5215-419a-bf26-efabffda365e,2024,1800,108610,Manual,Petrol,Hatchback,Karachi
4461de30-228b-4c64-89df-8e69d2215342,2023,1800,1486,Automatic,Petrol,SUV,Faisalabad
63e253f8-6b2d-4b4f-b9f7-5e3e8dbbc3f7,2006,1000,57633,Manual,Petrol,Sedan,Islamabad
fa168806-b4a3-4bcd-81a1-7fe9990240f3,2023,1000,308728,Automatic,Petrol,SUV,Islamabad
f14704cf-ffbf-4aa6-b299-8c55249eb4f9,1999,1000,220704,Manual,Hybrid,Sedan,Rawalpindi
7d1f5bc4-4796-4949-9d1f-900216dd7da3,2012,1300,269084,Manual,Diesel,SUV,Faisalabad
62a5c0a6-9071-466c-9422-c0b76e9586a4,1999,2000,345454,Automatic,Diesel,Sedan,Lahore
9d7792cb-a18c-42fb-be03-a1d82109d633,2013,1500,223490,Manual,Diesel,Coupe,Lahore
d66bdecc-f7ce-4138-9fc4-f61c57c7eca3,2000,1300,318923,Manual,Petrol,SUV,Islamabad
7426545e-a07d-434f-b62c-6751a01d22a6,2017,2000,306899,Automatic,Diesel,Hatchback,Rawalpindi
989ca0e9-3aa5-4003-869c-fd35e4460911,2014,1800,225548,Manual,Hybrid,Sedan,Faisalabad
8042ff39-3689-4e39-a3e9-06b4117d3122,2021,1000,225480,Automatic,Petrol,Coupe,Islamabad
bb8e98a0-1221-449f-94b1-f508a47bd1e7,2024,1500,209049,Automatic,Hybrid,Sedan,Islamabad
7fe8810c-763b-4ab1-b489-660d54b35dad,2011,1300,348708,Automatic,Diesel,SUV,Rawalpindi
72647e2e-d7c6-49a8-8c52-2532d144478a,2000,800,44755,Manual,Diesel,Sedan,Islamabad
4b06242e-8447-43fb-9493-b6efd078cce4,2023,1000,291698,Manual,Hybrid,Hatchback,Lahore
3a2639c8-e959-4d25-b0d3-9a6ad26c470b,2011,1300,348830,Automatic,Hybrid,Sedan,Islamabad
b45af1b8-4ef6-4e3c-a2b3-32799c72c143,2017,1300,184363,Manual,Hybrid,SUV,Karachi
b3cc3d5e-b498-4a72-9c65-cc0b346876a8,2019,1500,117568,Manual,Diesel,Hatchback,Lahore
942161b9-8375-4947-a2e9-2c273b086a37,2022,1300,300993,Manual,Diesel,Sedan,Faisalabad
36770994-73f5-4843-8c4c-0f9d1d9bcc42,2019,2000,140219,Manual,Petrol,Hatchback,Islamabad
afe9d82a-6760-4144-a27c-95f44ed0787f,2008,1300,3201,Manual,Petrol,Coupe,Lahore
5ca1f66d-e3b6-448e-814d-30cbf2143be8,2002,2000,331964,Manual,Petrol,SUV,Rawalpindi
6d415069-8dad-46f7-a00b-c7bc1c2a73ee,2011,1500,178727,Manual,Diesel,Hatchback,Islamabad
76e8a5c3-9e1e-486a-9238-61c19308ddf1,2022,1800,312592,Manual,Petrol,SUV,Karachi
a597bd5c-9f7d-49e9-bed4-74e8e4738b55,2022,1800,26089,Manual,Diesel,Coupe,Rawalpindi
d81fcfbf-fbfc-48ba-a79e-346a19ed0597,2013,1800,231758,Automatic,Diesel,SUV,Faisalabad
e79f93b9-24f9-4253-9213-f8ade903dbbc,2001,1300,225398,Manual,Diesel,Coupe,Faisalabad
ab252966-65ff-443b-be76-24396fb0b087,2019,1300,23811,Manual,Diesel,Sedan,Lahore
3c65e61b-e263-4978-a529-ea8bfd448d12,2004,1300,110747,Manual,Diesel,Hatchback,Islamabad
2a26412e-cd02-4f9a-87d0-03b23f96a2e6,2001,800,260773,Automatic,Petrol,SUV,Rawalpindi
8a6b56f4-0f87-4765-8b20-d505ec9dd5d9,2015,2000,120644,Automatic,Petrol,Coupe,Lahore
feaab006-6b12-474a-a193-e7d234b8283d,2011,800,241043,Manual,Diesel,Coupe,Faisalabad
ecdc513b-6348-485c-a173-c7068484b0c8,2010,2000,335618,Automatic,Diesel,Sedan,Rawalpindi
7dc2de25-e717-44c1-a929-c87fa83a729b,1998,1300,90111,Automatic,Hybrid,Hatchback,Lahore
789cdeae-11d9-4b21-8f26-fd3f25b77aca,2011,800,127567,Automatic,Hybrid,Coupe,Faisalabad
d9bc3fb0-c410-4ba9-85cb-594da7457312,2000,1500,162673,Automatic,Petrol,Hatchback,Karachi
fb25aae7-2287-48a8-8766-724202a7758e,2000,1800,331992,Manual,Hybrid,SUV,Islamabad
3321556e-4464-4a97-b790-b249a71e0edf,2009,2000,338398,Manual,Petrol,Sedan,Karachi
db2bfd14-2af8-4a29-a1e3-77fd9bbd1bff,2006,1000,90963,Manual,Hybrid,Sedan,Karachi
8342ad08-d7dc-4c52-91f7-c049ff2ddf36,2022,2000,259059,Automatic,Hybrid,Coupe,Faisalabad
e09d9421-0e32-4759-9411-1d79f9ae57d3,2018,2000,327429,Automatic,Hybrid,Hatchback,Karachi
9b37047d-b226-4cb1-8b0e-cb4cf8df2dee,2012,800,245849,Automatic,Hybrid,Hatchback,Islamabad
24e1e19c-c93e-4d84-8da3-357c16196695,2016,800,184519,Manual,Diesel,Coupe,Rawalpindi
05319751-c22e-42ef-aca9-a9460a7b2ef9,1999,800,193324,Automatic,Petrol,Sedan,Faisalabad
9958167d-9597-4aed-9ad4-0b510bcab86f,2017,1800,201579,Automatic,Hybrid,Sedan,Rawalpindi
ab3c9ad1-883b-4300-9343-c637528640b0,2023,1800,341750,Manual,Diesel,Coupe,Faisalabad
2862deed-9002-4798-8210-20a1811527d3,2002,800,236203,Manual,Diesel,Sedan,Faisalabad
dfdad162-5ce6-42be-9907-481541e5d4b1,2018,1000,20521,Manual,Hybrid,Coupe,Rawalpindi
85a2da6a-53d4-4d81-b25e-cfd80510db58,2014,1800,319713,Manual,Diesel,Hatchback,Islamabad
e985c056-9eb5-4104-be4b-a3f68e1af235,2010,1500,177401,Manual,Hybrid,Hatchback,Lahore
9e5cf032-6f83-4c83-b3a4-a58baa9b4217,2008,800,292533,Automatic,Diesel,Hatchback,Faisalabad
48409261-d38a-4201-98d5-6009baea0fe2,2002,1300,42730,Manual,Diesel,Hatchback,Rawalpindi
8858d92d-baf8-4bb5-b357-5b9b19d27bae,2002,1800,44417,Automatic,Hybrid,Coupe,Islamabad
5dd268ae-7f57-460f-b0a6-cd99137bc48d,2024,1000,275981,Manual,Hybrid,Coupe,Faisalabad
420c555f-6755-4ce7-8a5b-981acfcb7441,2009,800,190105,Automatic,Petrol,SUV,Islamabad
339ef7e6-5ce1-4e2e-aac1-a3e7e35437bf,2022,1500,100666,Manual,Petrol,SUV,Lahore
f876fbc9-56ca-46e0-96d2-9601b37b3852,2007,800,266175,Manual,Hybrid,Hatchback,Faisalabad
